Date,Day_name,Open,Gap_Point,Gap_Point(%),Open_Gap_Type,Remarks,Gap_Fill_Point,Gap_Fill_Point%,Low,High,Day_Range,Close,Day_Range(%)
2021-01-29,Friday,30639.5,281.2,0.93,"BIG GAP UP","NOT FILL",-348.3,-123.86,30291.2,31238,946.8,30679.15,3.09
2021-01-28,Thursday,29886.1,-442.2,-1.46,"BIG GAP DOWN","GAP FILL UP",524.65,118.63,29661,30410.75,749.75,30358.3,2.47
2021-01-27,Wednesday,31165.35,-15.8,-0.05,"FLAT DOWN","GAP FILL UP",84.55,535.13,30177.1,31249.9,1072.8,30328.35,3.54
2021-01-25,Monday,31469.95,272.2,0.87,"BIG GAP UP","NOT FILL",-480.05,-176.36,30989.9,31700,710.1,31181.15,2.28
2021-01-22,Friday,32200.2,-28.6,-0.09,"FLAT DOWN","GAP FILL UP",26.75,93.53,31123.05,32226.95,1103.9,31197.75,3.54
2021-01-21,Thursday,32749,164.3,0.5,"MEDIUM GAP UP","NOT FILL",-747.5,-454.96,32001.5,32899,897.5,32228.8,2.78
2021-01-20,Wednesday,32426.25,-94.7,-0.29,"FLAT DOWN","GAP FILL UP",238.6,252.09,32354.3,32664.85,310.55,32584.7,0.95
2021-01-19,Tuesday,32085.5,269.8,0.85,"BIG GAP UP","NOT FILL",-166.5,-61.71,31919,32569.75,650.75,32520.9,2
2021-01-18,Monday,32315.65,1.6,0,"FLAT UP","NOT FILL",-623.95,-38996.87,31691.7,32467.85,776.15,31815.7,2.44
2021-01-15,Friday,32600,-47.8,-0.15,"FLAT DOWN","NOT FILL",10,20.92,32105,32610,505,32314.05,1.56
2021-01-14,Thursday,32600,-85.2,-0.26,"FLAT DOWN","GAP FILL UP",261.4,306.99,32562.1,32861.4,299.3,32647.8,0.92
2021-01-13,Wednesday,32603,148,0.46,"MEDIUM GAP UP","NOT FILL",-351.15,-237.34,32251.85,32758.15,506.3,32685.15,1.55
2021-01-12,Tuesday,31849.95,-246.3,-0.77,"BIG GAP DOWN","GAP FILL UP",658.95,267.54,31810,32508.9,698.9,32455.05,2.15
2021-01-11,Monday,32480,307.3,0.96,"BIG GAP UP","NOT FILL",-592,-192.65,31888,32480,592,32096.25,1.84
2021-01-08,Friday,32305.1,226.3,0.71,"BIG GAP UP","NOT FILL",-224.9,-99.36,32080.2,32337.95,257.75,32172.7,0.8
2021-01-07,Thursday,32106.05,203,0.64,"MEDIUM GAP UP","NOT FILL",-72,-35.48,32034.05,32294.95,260.9,32078.75,0.81
2021-01-06,Wednesday,31875,76.2,0.24,"FLAT UP","NOT FILL",-212.5,-278.69,31662.5,32089.7,427.2,31903.1,1.34
2021-01-05,Tuesday,31130,-196.5,-0.63,"MEDIUM GAP DOWN","GAP FILL UP",714,363.27,31011.1,31844,832.9,31798.75,2.62
2021-01-04,Monday,31450.25,140.9,0.45,"MEDIUM GAP UP","NOT FILL",-519.45,-368.67,30930.8,31599,668.2,31326.55,2.13
2021-01-01,Friday,31250,-14,-0.04,"FLAT DOWN","GAP FILL UP",175,1245.55,31250,31425,175,31309.35,0.56
2020-12-31,Thursday,31283.95,-54.3,-0.17,"FLAT DOWN","GAP FILL UP",143.95,265.1,31079.05,31427.9,348.85,31264.05,1.12
2020-12-30,Wednesday,31489,128.9,0.41,"MEDIUM GAP UP","NOT FILL",-459,-356.09,31030,31549.45,519.45,31338.25,1.66
2020-12-29,Tuesday,31060.05,131.8,0.43,"MEDIUM GAP UP","NOT FILL",-38.05,-28.88,31022,31417,395,31360.1,1.26
2020-12-28,Monday,30552.05,114.8,0.38,"MEDIUM GAP UP","NOT FILL",0,0,30552.05,30975.4,423.35,30928.3,1.37
2020-12-24,Thursday,30041.05,132.5,0.44,"MEDIUM GAP UP","NOT FILL",-19.45,-14.67,30021.6,30576.9,555.3,30437.2,1.82
2020-12-23,Wednesday,29580.25,-66.3,-0.22,"FLAT DOWN","GAP FILL UP",369.75,557.27,29472.3,29950,477.7,29908.5,1.6
2020-12-22,Tuesday,29515,97,0.33,"MEDIUM GAP UP","NOT FILL",-514.9,-530.55,29000.1,29760,759.9,29646.6,2.56
2020-12-21,Monday,30375,-360.8,-1.17,"BIG GAP DOWN","NOT FILL",222.75,61.75,29222,30597.75,1375.75,29417.95,4.68
2020-12-18,Friday,30797.95,-46.5,-0.15,"FLAT DOWN","GAP FILL UP",67.5,145.32,30380.1,30865.45,485.35,30735.75,1.58
2020-12-17,Thursday,30841.85,71.3,0.23,"FLAT UP","NOT FILL",-189.6,-265.73,30652.25,30998,345.75,30844.4,1.12
2020-12-16,Wednesday,30823.6,117,0.38,"MEDIUM GAP UP","NOT FILL",-297,-253.85,30526.6,30925,398.4,30770.5,1.29
2020-12-15,Tuesday,30700,-88.4,-0.29,"FLAT DOWN","GAP FILL UP",80.6,91.18,30343.95,30780.6,436.65,30706.6,1.42
2020-12-14,Monday,30702.35,93.1,0.3,"FLAT UP","NOT FILL",-46.25,-49.68,30656.1,30890,233.9,30788.4,0.76
2020-12-11,Friday,30674.95,53.2,0.17,"FLAT UP","NOT FILL",-337.95,-635.24,30337,30865,528,30609.25,1.72
2020-12-10,Thursday,30580,-183.7,-0.6,"MEDIUM GAP DOWN","NOT FILL",110,59.9,30255,30690,435,30621.75,1.42
2020-12-09,Wednesday,30400,86,0.28,"FLAT UP","NOT FILL",-45,-52.33,30355,30877,522,30763.65,1.7
2020-12-08,Tuesday,30339.95,49.4,0.16,"FLAT UP","NOT FILL",-235.7,-477.13,30104.25,30449.9,345.65,30314,1.14
2020-12-07,Monday,30165.2,-25.8,-0.09,"FLAT DOWN","GAP FILL UP",278.75,1082.52,30021,30443.95,422.95,30290.55,1.4
2020-12-04,Friday,29350,-192.2,-0.65,"MEDIUM GAP DOWN","GAP FILL UP",926.95,482.28,29350,30276.95,926.95,30190.95,3.07
2020-12-03,Thursday,29543.05,-60,-0.2,"FLAT DOWN","GAP FILL UP",346.95,578.73,29436.65,29890,453.35,29542.2,1.53
2020-12-02,Wednesday,29865.55,-26.7,-0.09,"FLAT DOWN","GAP FILL UP",46.45,174.3,29202,29912,710,29603,2.4
2020-12-01,Tuesday,29785.15,118,0.4,"MEDIUM GAP UP","NOT FILL",-259.2,-219.75,29525.95,29990,464.05,29892.2,1.55
2020-11-27,Friday,29649.95,100.2,0.34,"MEDIUM GAP UP","NOT FILL",-268.1,-267.56,29381.85,29780,398.15,29667.2,1.34
2020-11-26,Thursday,29300.05,91.3,0.31,"FLAT UP","NOT FILL",-398.95,-436.73,28901.1,29626.8,725.7,29549.75,2.46
2020-11-25,Wednesday,29953,223.1,0.75,"BIG GAP UP","NOT FILL",-804.8,-360.74,29148.2,30190,1041.8,29208.7,3.57
2020-11-24,Tuesday,29200,189.6,0.65,"MEDIUM GAP UP","NOT FILL",-48.85,-25.76,29151.15,29783,631.85,29729.9,2.13
2020-11-23,Monday,29430,185.1,0.63,"MEDIUM GAP UP","NOT FILL",-627.8,-339.17,28802.2,29641,838.8,29010.4,2.89
2020-11-20,Friday,28949.2,37.2,0.13,"FLAT UP","NOT FILL",-387.05,-1041.86,28562.15,29412,849.85,29244.9,2.91
2020-11-19,Thursday,29375.5,-380.9,-1.28,"BIG GAP DOWN","NOT FILL",232.5,61.04,28820,29608,788,28912.05,2.73
2020-11-18,Wednesday,29049.95,-102,-0.35,"MEDIUM GAP DOWN","GAP FILL UP",740.05,725.9,29037,29790,753,29756.4,2.53
2020-11-17,Tuesday,28750,230,0.81,"BIG GAP UP","NOT FILL",-43,-18.7,28707,29213,506,29151.9,1.74
2020-11-14,Saturday,28660.15,148.2,0.52,"MEDIUM GAP UP","NOT FILL",-198.9,-134.17,28461.25,28720,258.75,28520,0.91
2020-11-13,Friday,28127.75,-188.5,-0.67,"MEDIUM GAP DOWN","GAP FILL UP",440.2,233.47,27712.4,28567.95,855.55,28511.9,3
2020-11-12,Thursday,28655.35,-160.4,-0.56,"MEDIUM GAP DOWN","NOT FILL",24.9,15.53,28085.6,28680.25,594.65,28316.3,2.1
2020-11-11,Wednesday,28698.25,58.2,0.2,"FLAT UP","NOT FILL",-533.25,-916.24,28165,28999,834,28815.7,2.89
2020-11-10,Tuesday,28000,476.8,1.73,"BIG GAP UP","NOT FILL",-167.7,-35.17,27832.3,28796.65,964.35,28640.05,3.37
2020-11-09,Monday,27050,300.8,1.12,"BIG GAP UP","NOT FILL",-28.4,-9.44,27021.6,27594.35,572.75,27523.15,2.08
2020-11-06,Friday,26249.85,-46.8,-0.18,"FLAT DOWN","GAP FILL UP",595.15,1273.05,26115.25,26845,729.75,26749.2,2.73
2020-11-05,Thursday,26177.15,382.2,1.48,"BIG GAP UP","NOT FILL",-176.15,-46.09,26001,26363.15,362.15,26296.6,1.38
2020-11-04,Wednesday,25588,-81.5,-0.32,"FLAT DOWN","GAP FILL UP",325.7,399.39,25091.75,25913.7,821.95,25795,3.19
2020-11-03,Tuesday,25110,178.8,0.72,"BIG GAP UP","NOT FILL",-39.55,-22.12,25070.45,25735,664.55,25669.55,2.59
2020-11-02,Monday,24245.2,320.7,1.34,"BIG GAP UP","NOT FILL",-144.7,-45.13,24100.5,25163.45,1062.95,24931.2,4.26
2020-10-30,Friday,24049.95,-42,-0.17,"FLAT DOWN","GAP FILL UP",227.05,539.95,23565,24277,712,23924.55,2.98
2020-10-29,Thursday,23999.7,-214.5,-0.89,"BIG GAP DOWN","GAP FILL UP",341.6,159.22,23791,24341.3,550.3,24092,2.28
2020-10-28,Wednesday,23698,-1043.4,-4.22,"BIG GAP DOWN","GAP FILL UP",1097,105.14,23698,24795,1097,24214.25,4.53
2020-10-27,Tuesday,24311,201.8,0.84,"BIG GAP UP","NOT FILL",-416.15,-206.17,23894.85,24797,902.15,24741.4,3.65
2020-10-26,Monday,24519.95,-17,-0.07,"FLAT DOWN","GAP FILL UP",30.05,176.25,23850.1,24550,699.9,24109.15,2.9
2020-10-23,Friday,24660,102,0.42,"MEDIUM GAP UP","NOT FILL",-280.75,-275.11,24379.25,24789,409.75,24537,1.67
2020-10-22,Thursday,24500,-165,-0.67,"MEDIUM GAP DOWN","GAP FILL UP",240,145.5,24307.85,24740,432.15,24557.95,1.76
2020-10-21,Wednesday,24484,132.2,0.54,"MEDIUM GAP UP","NOT FILL",-381.6,-288.54,24102.4,24880.65,778.25,24664.95,3.16
2020-10-20,Tuesday,24165,-181.7,-0.75,"BIG GAP DOWN","GAP FILL UP",295.55,162.66,24086.35,24460.55,374.2,24351.75,1.54
2020-10-19,Monday,23894.95,310.7,1.32,"BIG GAP UP","NOT FILL",-108.9,-35.05,23786.05,24409.8,623.75,24346.7,2.56
2020-10-16,Friday,23201.2,90.9,0.39,"MEDIUM GAP UP","NOT FILL",-18.2,-20.02,23183,23717,534,23584.25,2.26
2020-10-15,Thursday,23970,19,0.08,"FLAT UP","NOT FILL",-974.5,-5142.48,22995.5,24140,1144.5,23110.3,4.95
2020-10-14,Wednesday,23369.1,-193.1,-0.82,"BIG GAP DOWN","GAP FILL UP",653.95,338.66,23212,24023.05,811.05,23951.05,3.39
2020-10-13,Tuesday,23699,-68,-0.29,"FLAT DOWN","GAP FILL UP",141,207.51,23450,23840,390,23562.2,1.66
2020-10-12,Monday,23935.4,32.2,0.13,"FLAT UP","NOT FILL",-347,-1075.97,23588.4,24217,628.6,23766.95,2.64
2020-10-09,Friday,23250.95,66.2,0.29,"FLAT UP","NOT FILL",-99.95,-150.87,23151,23965,814,23903.15,3.41
2020-10-08,Thursday,23179.95,161.1,0.7,"BIG GAP UP","NOT FILL",-119.95,-74.46,23060,23480,420,23184.7,1.81
2020-10-07,Wednesday,22850,-63.8,-0.28,"FLAT DOWN","GAP FILL UP",259,405.96,22656.9,23109,452.1,23018.85,1.96
2020-10-06,Tuesday,22723,297.8,1.33,"BIG GAP UP","NOT FILL",-180.2,-60.5,22542.8,22940.1,397.3,22913.8,1.73
2020-10-05,Monday,22319.5,3.5,0.02,"FLAT UP","NOT FILL",-51.95,-1484.29,22267.55,22840,572.45,22425.15,2.55
2020-10-01,Thursday,21676,211.8,0.99,"BIG GAP UP","NOT FILL",-11,-5.19,21665,22367.25,702.25,22316,3.15
2020-09-30,Wednesday,21423.25,-27,-0.13,"FLAT DOWN","GAP FILL UP",157.35,583.86,21141.2,21580.6,439.4,21464.25,2.05
2020-09-29,Tuesday,21763,38.5,0.18,"FLAT UP","NOT FILL",-450.35,-1169.74,21312.65,21839.8,527.15,21450.2,2.46
2020-09-28,Monday,21100.1,120.9,0.58,"MEDIUM GAP UP","NOT FILL",-50.1,-41.42,21050,21765.9,715.9,21724.5,3.3
2020-09-25,Friday,20710,253.2,1.24,"BIG GAP UP","NOT FILL",-279,-110.21,20431,21089,658,20979.15,3.14
2020-09-24,Thursday,20931.15,-309.2,-1.46,"BIG GAP DOWN","NOT FILL",48.65,15.73,20442.5,20979.8,537.3,20456.85,2.63
2020-09-23,Wednesday,21350.9,167.2,0.79,"BIG GAP UP","NOT FILL",-520.9,-311.45,20830,21383.65,553.65,21240.35,2.61
2020-09-22,Tuesday,21389,-1.9,-0.01,"FLAT DOWN","GAP FILL UP",127.65,6718.42,20967.5,21516.65,549.15,21183.65,2.59
2020-09-21,Monday,22025,-53.4,-0.24,"FLAT DOWN","GAP FILL UP",100,187.27,21290,22125,835,21390.9,3.9
2020-09-18,Friday,22391.35,-0.6,-0,"FLAT DOWN","GAP FILL UP",128.65,21441.67,21808.1,22520,711.9,22078.4,3.22
2020-09-17,Thursday,22340,-331.3,-1.46,"BIG GAP DOWN","NOT FILL",220.05,66.42,22300.05,22560.05,260,22391.95,1.16
2020-09-16,Wednesday,22538,-20.5,-0.09,"FLAT DOWN","GAP FILL UP",210,1026.89,22280,22748,468,22671.3,2.06
2020-09-15,Tuesday,22195,4.8,0.02,"FLAT UP","NOT FILL",-110.95,-2287.63,22084.05,22597,512.95,22558.45,2.27
2020-09-14,Monday,22664.35,125.4,0.56,"MEDIUM GAP UP","NOT FILL",-559.35,-446.05,22105,22820.5,715.5,22190.15,3.22
2020-09-11,Friday,22450.55,-56,-0.25,"FLAT DOWN","GAP FILL UP",225.45,402.23,22226,22676,450,22538.95,2
2020-09-10,Thursday,22485,147.8,0.66,"MEDIUM GAP UP","NOT FILL",-231.55,-156.72,22253.45,22725,471.55,22506.6,2.1
2020-09-09,Wednesday,22500,-248.8,-1.09,"BIG GAP DOWN","NOT FILL",75,30.14,22128.95,22575,446.05,22337.25,2
2020-09-08,Tuesday,22900,-63.5,-0.28,"FLAT DOWN","GAP FILL UP",192.95,304.1,22655,23092.95,437.95,22748.85,1.93
2020-09-07,Monday,23016.35,-10.3,-0.04,"FLAT DOWN","GAP FILL UP",109.55,1063.59,22721,23125.9,404.9,22963.45,1.76
2020-09-04,Friday,23300,-247.2,-1.05,"BIG GAP DOWN","NOT FILL",140,56.63,22853.9,23440,586.1,23026.65,2.55
2020-09-03,Thursday,23938.8,17.8,0.07,"FLAT UP","NOT FILL",-485.85,-2721.85,23452.95,24079.8,626.85,23547.2,2.66
2020-09-02,Wednesday,23855,-60.5,-0.25,"FLAT DOWN","GAP FILL UP",119,196.53,23500.9,23974,473.1,23920.95,1.98
2020-09-01,Tuesday,23850,107,0.45,"MEDIUM GAP UP","NOT FILL",-342,-319.63,23508,24200,692,23915.55,2.89
2020-08-31,Monday,24900.05,360.7,1.47,"BIG GAP UP","NOT FILL",-1529.05,-423.91,23371,25270,1899,23743,8
2020-08-28,Friday,23679.9,79.6,0.34,"MEDIUM GAP UP","NOT FILL",-78.4,-98.55,23601.5,24658.7,1057.2,24539.35,4.31
2020-08-27,Thursday,23490,82.8,0.35,"MEDIUM GAP UP","NOT FILL",-16.5,-19.92,23473.5,23716.15,242.65,23600.35,1.03
2020-08-26,Wednesday,23150,71.8,0.31,"FLAT UP","NOT FILL",-80,-111.34,23070,23451.8,381.8,23407.15,1.63
