Date,Open,High,Low,Close,Volume
4/12/2018,25099.65,25230,24956.05,25184.3,3.52
4/11/2018,25201.2,25209.7,24933.85,25096.9,3.55
4/10/2018,25149,25258.4,25102,25203.5,3.29
4/9/2018,24860,25164,24860,25091.65,3.49
4/6/2018,24820.1,24974,24675.35,24906.15,3.49
4/5/2018,24422,24878.4,24410,24808.9,4.87
4/4/2018,24621.75,24699,24115.75,24148.6,5.02
4/3/2018,24380,24621.75,24355,24598.25,2.81
4/2/2018,24355.5,24465,24155,24431.25,3.08
3/28/2018,24300,24375,24226,24263.35,3.46
3/27/2018,24424,24518.6,24280.25,24400.2,4.71
3/26/2018,23670,24320,23668.45,24280.85,4.24
3/23/2018,23832,23860,23631.2,23710.15,4.03
3/22/2018,24352.35,24368.55,24110.1,24171.7,3.94
3/21/2018,24375.05,24528,24251,24325.85,4.05
3/20/2018,24210,24430,24135.3,24224.5,4.14
3/19/2018,24630,24670,24256.55,24336.9,4.27
3/16/2018,24750.85,24869.9,24566,24607.5,4.49
3/15/2018,24922.05,25007.95,24791,24843.05,4.28
3/14/2018,24690,24970,24551.1,24933.25,4.86
3/13/2018,24710,25090,24636,24816.1,6.14
3/12/2018,24505.65,24798,24402,24747.75,3.94
3/9/2018,24549.8,24580,24285.15,24313.25,3.82
3/8/2018,24364,24570,24085.7,24508.05,5.49
3/7/2018,24370,24439,24160.6,24214.2,4.92
3/6/2018,24990,25085,24412,24504.15,4.85
3/5/2018,24749.65,24905,24683.1,24866.35,3.64
3/1/2018,25069.4,25280,24870,24938.45,4.09
2/28/2018,24600,25270,24600,25170.05,4.48
2/27/2018,25700,25780,25385,25412.1,3.69
2/26/2018,25530,25777.95,25452,25739.15,2.79
2/23/2018,25002,25409.95,24950,25381.55,3.38
2/22/2018,24785,24956.95,24752.8,24955.2,3.56
2/21/2018,24980,25010.5,24776.1,24928.8,3.16
2/20/2018,25061.1,25149.8,24811.8,24859.55,4.09
2/19/2018,25300.05,25323.95,24840.15,25057.5,4.46
2/16/2018,25475.1,25590,25128.6,25192.2,3.81
2/15/2018,25325,25613,25281.2,25419,4.18
2/14/2018,25760,25830,25250,25357.5,3.65
2/12/2018,25602.5,25759.4,25530,25706.45,2.47
2/9/2018,25510.15,25650,25356,25513.3,4.09
2/8/2018,25741,26148,25622.05,25941.85,4.28
2/7/2018,26111.35,26111.35,25572,25663.5,4.07
2/6/2018,25201.1,26213.05,25000,25848.6,7.05
2/5/2018,26094.95,26317.35,25903.3,26196,3.24
2/2/2018,26994.95,26994.95,26425.5,26504.65,4.37
2/1/2018,27430.35,27661,27078.6,27233.2,5.95
1/31/2018,27222,27582.5,27210.35,27465.6,2.84
1/30/2018,27451.05,27479.85,27312.2,27358.7,2.2
1/29/2018,27382,27639.65,27382,27509.3,2.24
1/25/2018,27474.65,27512.5,27126.3,27445.65,4.23
1/24/2018,27310.05,27474.7,27219.2,27426.75,3.37
1/23/2018,27044.4,27415,27030,27386,2.77
1/22/2018,26889.9,27045.4,26801.7,27015.5,2.26
1/19/2018,26551.05,26947.75,26429.95,26896.05,4.19
1/18/2018,26610.25,26767.95,26385,26499.4,5.27
1/17/2018,25989.95,26313,25912,26289.95,3.33
1/16/2018,26121,26121,25937.05,25981.35,2.36
1/15/2018,25774.75,26063.55,25762.45,26044.75,3.17
1/12/2018,25710,25764.75,25568,25743.4,2.95
1/11/2018,25602.4,25706.95,25550,25668.45,2.38
1/10/2018,25696.2,25714.8,25565.65,25625.65,1.97
1/9/2018,25750,25769.25,25641.05,25709.5,1.59
1/8/2018,25699.85,25779.9,25685.1,25724.65,1.68
1/5/2018,25534,25668.3,25520.65,25636.5,2.08
1/4/2018,25394.75,25524,25379.55,25496.4,2.54
1/3/2018,25440,25499,25370,25386.8,2.15
1/2/2018,25490,25491.95,25287.55,25393.45,2.62
1/1/2018,25570,25622,25411.8,25447.05,1.49
12/29/2017,25538,25598.2,25484.45,25570.05,1.77
12/28/2017,25475.35,25538.1,25404.4,25490,3
12/27/2017,25670,25755,25443.45,25496.35,2.82
12/26/2017,25652,25706.8,25593.7,25673.8,1.35
12/22/2017,25655,25720,25601,25666.4,1.63
12/21/2017,25655.35,25695,25555.15,25621.35,1.71
12/20/2017,25739.9,25795.7,25631.7,25662.95,2.25
12/19/2017,25680.1,25740.4,25615.35,25707.85,1.82
12/18/2017,25111.05,25773,24000,25610.7,6.45
12/15/2017,25549.6,25590,25439.15,25510.25,3.03
12/14/2017,25072.35,25244.2,24944.05,25213.05,3.46
12/13/2017,25140,25348,24962.1,25038.2,4.02
12/12/2017,25399,25399,25160.45,25178.2,2.67
12/11/2017,25450.9,25488,25364.6,25422.45,1.62
12/8/2017,25242.35,25389.85,25232.35,25364.5,2.53
12/7/2017,25001.25,25209,24940.35,25172,2.93
12/6/2017,25240,25240,24885.9,24927.4,3.43
12/5/2017,25297,25297,24980.2,25225,3.22
12/4/2017,25300,25374,25086,25185.85,2.19
12/1/2017,25510,25540,25211.3,25259.65,2.92
11/30/2017,25875,25875,25273.05,25332.4,4.18
11/29/2017,25840,25913.1,25781.25,25815.5,1.85
11/28/2017,25862,25988.9,25816.65,25876,2.06
11/27/2017,25774.4,25969.95,25710,25938.8,2.17
11/24/2017,25781,25885.65,25770.05,25842.45,1.58
11/23/2017,25820,25835.1,25652.05,25778.7,2.6
11/22/2017,25864.95,25873.95,25705,25792.5,2.13
11/21/2017,26200,26200,25785,25818.7,2.07
11/20/2017,25825,25867,25745.15,25831.85,1.4
11/17/2017,25800,25974.65,25752.2,25818.75,3.56
11/16/2017,25360.15,25550.5,25351.4,25515.85,2.36
11/15/2017,25345,25409.35,25260,25318.15,2.71
11/14/2017,25380.25,25523.55,25320.2,25401,2.37
11/13/2017,25535.1,25604.8,25442,25463.2,2
11/10/2017,25447,25667.6,25330.25,25495.15,3.69
11/9/2017,25362.35,25473.25,25256.55,25419.4,2.83
11/8/2017,25427.85,25519.95,25237,25298.95,3.25
11/7/2017,25650.05,25690.15,25337,25396.65,3.64
11/6/2017,25556.5,25715,25556.5,25618.7,1.84
11/3/2017,25550,25688.85,25427.2,25668.65,2.34
11/2/2017,25507.95,25610,25413,25468.5,2.54
11/1/2017,25225,25573.4,25193.05,25530.25,2.99
10/31/2017,25112.05,25112.05,24963,25057.45,1.72
10/30/2017,24975.5,25125,24935.65,25066.35,1.5
10/27/2017,24966.1,25085,24920.05,24981.25,2.18
10/26/2017,24945,25138.9,24866.65,25022.2,3.62
10/25/2017,24701.15,25111,24548.05,24981.2,6.56
10/24/2017,24126,24306.95,24032.7,24237.55,3.02
10/23/2017,24000,24170,23902,24123.35,3.18
10/19/2017,24290,24319.95,23886.1,23972.5,1.15
10/18/2017,24553.35,24553.35,24302.25,24364.35,3.41
10/17/2017,24740.25,24824,24580.5,24655,2.31
10/16/2017,24838.1,24891.55,24520.2,24743.25,3.32
10/13/2017,24420,24798,24406,24732,3.76
10/12/2017,24170,24419,24005,24385.15,3.52
10/11/2017,24420,24478.9,24080,24111.55,4.05
10/10/2017,24340,24390,24310,24374.15,1.52
10/9/2017,24176.05,24347,24176.05,24306.35,2.1
10/6/2017,24135.7,24290,24135.7,24228.05,2.28
10/5/2017,24146.05,24236.65,24016,24107.25,2.18
10/4/2017,24160,24260,24066,24145.4,3.12
10/3/2017,24580,24580,24003,24111.8,2.34
9/29/2017,24135.7,24267,24016,24066.45,2.55
9/28/2017,23929.45,24025,23609.1,24008.15,5.87
9/27/2017,24308,24342.8,23776.5,23830.4,4.13
9/26/2017,24159,24290,24060,24210.95,2.61
9/25/2017,24418.5,24458,23915.5,24199.05,2.98
9/22/2017,24725,24765,24403.4,24426.35,3.61
9/21/2017,24997.9,25015,24717.6,24840.55,3.25
9/20/2017,25005,25080.35,24985.05,25023.6,1.61
9/19/2017,25052,25084.1,24996.6,25060.5,1.52
9/18/2017,24960.35,25104.85,24947.5,25056.9,1.69
9/15/2017,24850,24917.2,24822.7,24853,1.97
9/14/2017,24850,24962.95,24816.5,24928.55,2.45
9/13/2017,24780.35,24937,24734.5,24821.85,2.62
9/12/2017,24750,24805,24665.4,24782.75,2.14
9/11/2017,24499.8,24719,24461,24659.9,3.2
9/8/2017,24427,24430,24266.15,24374.6,2.35
9/7/2017,24360,24444.9,24306,24354.25,2.22
9/6/2017,24252,24350,24197.45,24306.75,2.5
9/5/2017,24312,24428,24287,24388.1,2.03
9/4/2017,24461.9,24473,24207.3,24289.65,2.58
9/1/2017,24354,24528,24307.35,24483.45,2.23
8/31/2017,24310,24325.8,24183.25,24318.4,2.82
8/30/2017,24253,24383.6,24218.1,24305.05,2.57
8/29/2017,24258,24297.25,24083.1,24107.1,3.09
8/28/2017,24381,24455,24328,24377.05,1.97
8/24/2017,24347,24400,24233,24330.3,2.78
8/23/2017,24144.9,24364.7,24110,24328.9,4.2
8/22/2017,24080,24152.8,23882.1,24042.9,3.62
8/21/2017,24137.85,24264,23935,23979.65,2.83
8/18/2017,24151.55,24179.9,23933.05,24097,3.12
8/17/2017,24512.25,24520,24143.7,24262.15,3.92
8/16/2017,24241,24497.65,23990,24475.1,4.85
8/14/2017,24160,24288.65,24125.15,24207.2,2.24
8/11/2017,24300,24880.45,23956.1,24085.6,4.29
8/10/2017,24398,24441.2,24180,24306.3,4.44
8/9/2017,24525.5,24634.9,24430,24473.4,3.28
8/8/2017,25009.9,25019.8,24577.3,24693.4,4.29
8/7/2017,24940,25061,24921.1,24998.05,1.64
8/4/2017,24769,24995,24698.9,24951.15,3.15
8/3/2017,25060.55,25060.55,24726.35,24807,4.36
8/2/2017,25229,25260,25030,25133.85,3.23
8/1/2017,25157.95,25224,25113.05,25195.35,2.15
7/31/2017,24985,25150.9,24897.25,25135.05,2.36
7/28/2017,24870,24962.1,24810,24934.25,2.76
7/27/2017,24785.15,25037.5,24740.05,24922.4,4.67
7/26/2017,24527.05,24718,24491.75,24686.2,2.42
7/25/2017,24575,24575,24443.65,24523.55,2.1
7/24/2017,24249.9,24414,24220,24371.95,2.45
7/21/2017,24260,24294.95,24062.2,24247.6,2.8
7/20/2017,24222,24289,24181.45,24235.15,2.59
7/19/2017,24085,24227.05,24051,24208.45,2.03
7/18/2017,23953,24184.9,23950.05,24058.2,2.89
7/17/2017,24025,24050,23927.1,24026.65,2.01
7/14/2017,23901.1,24004,23785,23977.4,2.71
7/13/2017,23826,23927,23810.1,23879.4,3.04
7/12/2017,23625.05,23747.5,23553.35,23721.25,2.4
7/11/2017,23713,23759,23599.7,23617.35,2.38
7/10/2017,23530,23723,23475,23663.05,2.02
7/7/2017,23449,23508.5,23405.5,23458.95,1.38
7/6/2017,23419.8,23570,23410,23480.75,2.5
7/5/2017,23251.05,23425,23226.3,23400.55,2.44
7/4/2017,23365,23365,23152.2,23256.05,2.46
7/3/2017,23250,23368,23133.35,23311.9,2.57
6/30/2017,23149.55,23226.9,23007.05,23201.2,2.49
6/29/2017,23298,23478.2,23114.55,23227.3,4.45
6/28/2017,23175,23295.95,23066,23240.1,3.12
6/27/2017,23601.05,23625,23041.35,23229.05,3.99
6/23/2017,23750,23750,23522.85,23546.15,2.54
6/22/2017,23702.05,23891,23694,23728.9,2.89
6/21/2017,23640,23749.7,23609.7,23693.65,1.77
6/20/2017,23690.55,23754.35,23660.15,23692.5,1.56
6/19/2017,23502.65,23783.65,23486.55,23699.7,2.39
6/16/2017,23424.95,23479.95,23379.7,23460.15,1.7
6/15/2017,23460,23460,23308.05,23387.25,2.39
6/14/2017,23511,23525,23361.85,23486.4,2.02
6/13/2017,23461,23559.65,23425,23449,1.75
6/12/2017,23549.25,23594.8,23415.95,23454.85,2.09
6/9/2017,23520,23660,23475.35,23639.65,2.21
6/8/2017,23650,23650,23524,23539.3,2.01
6/7/2017,23458.95,23608.2,23404,23559.65,2.45
6/6/2017,23548,23778.5,23372.2,23432.65,1.68
6/5/2017,23315.05,23448.7,23292,23425.1,1.55
6/2/2017,23389.5,23399,23280,23341.75,1.91
6/1/2017,23300.25,23341.6,23185.1,23292.05,2.6
5/31/2017,23255,23342.3,23180,23321.75,2.44
5/30/2017,23102.05,23273.75,23050.55,23251.5,2.1
5/29/2017,23220.05,23380,23102,23135.95,2.95
5/26/2017,23020,23320,23000,23256.95,2.9
5/25/2017,22531.15,23238,22517.85,23190.8,5.64
5/24/2017,22630.05,22659.6,22460,22533.25,2.78
5/23/2017,22695,22740,22500,22574.7,3.63
5/22/2017,22920,22920,22657.2,22677.5,2.44
5/19/2017,22775.35,22899,22640,22798.35,3.9
5/18/2017,22765,22839,22676.45,22708.3,2.8
5/17/2017,22912.75,22959.95,22856,22930.9,1.84
5/16/2017,22825.05,22954.35,22751.55,22941.05,2.68
5/15/2017,22741.05,22856.4,22722.2,22827.35,1.98
5/12/2017,22847,22847,22582.3,22669.35,2.82
5/11/2017,22900.1,22985.8,22802.35,22842.15,2.49
5/10/2017,22800,22878.5,22770.3,22860.9,2.12
5/9/2017,22750.55,22830,22691.4,22762.85,1.94
5/8/2017,22709.95,22838.35,22642.25,22785.35,2.01
5/5/2017,22799.5,22818,22555,22652.35,3.56
5/4/2017,22618,22768.25,22460,22730.15,3.82
5/3/2017,22487.8,22487.8,22301.2,22348.3,2.07
5/2/2017,22369.95,22485.3,22291.9,22394.35,2.48
4/28/2017,22275,22391.9,22203.8,22366.4,2.43
4/27/2017,22245.95,22374.9,22163.25,22326.3,3.18
4/26/2017,22050.15,22244,22027.55,22210.6,3.36
4/25/2017,21965,22023.85,21860.1,21995,2.74
4/24/2017,21590.05,21847.25,21567.6,21830.15,3.08
4/21/2017,21610,21660.4,21381,21541.45,3.17
4/20/2017,21525.5,21599.9,21492.05,21557.4,2.86
4/19/2017,21700.25,21740.15,21525,21617.2,3.12
4/18/2017,21745,21973.5,21670.9,21692.95,3.9
4/17/2017,21750.1,21756.95,21621,21702.05,1.67
4/13/2017,21700.25,21790,21661,21733,2.24
4/12/2017,21735.2,21813.05,21556.85,21710.2,3.64
4/11/2017,21498.3,21783.75,21498.3,21758.55,2.68
4/10/2017,21355.5,21585.95,21355.5,21558.85,2.09
4/7/2017,21555.35,21620,21411,21442.15,2.41
4/6/2017,21594,21723.25,21501,21642.8,3.08
4/5/2017,21596.15,21729.65,21535.1,21683.6,2.18
4/3/2017,21519.9,21588.7,21451,21576.8,1.68
3/31/2017,21512.25,21603.4,21465.5,21488.15,1.91
3/30/2017,21370.85,21654,21370.2,21620.7,3.35
3/29/2017,21277.85,21422.6,21256.65,21403.3,2.56
3/28/2017,21225.25,21265,21150,21235.1,2.5
3/27/2017,21001.5,21175,20992.25,21101.95,2.48
3/24/2017,20989.75,21206.6,20962.95,21140.65,2.76
3/23/2017,20870.15,20990,20822.5,20952.75,2.32
3/22/2017,21017.35,21017.35,20827.3,20849.1,2.52
3/21/2017,21153.7,21213,21037.55,21090.75,2.18
3/20/2017,21206,21235.95,21140,21182.55,1.29
3/17/2017,21678.5,21678.5,21190.95,21234.5,2.22
3/16/2017,21278.65,21347.1,21250.05,21310.8,2.24
3/15/2017,21152.65,21285,21116.65,21222.6,2.25
3/14/2017,21246,21326.3,21100,21146.7,3.14
3/10/2017,20889.4,20933.4,20703.3,20797.8,2.7
3/9/2017,20680,20864.3,20649,20793.25,2.52
3/8/2017,20699.9,20787.7,20588.1,20756.6,3.51
3/7/2017,20735.1,20767.35,20660,20718.05,1.53
3/6/2017,20625.75,20803.4,20610.2,20734.15,2.39
3/3/2017,20511.1,20619.85,20494.6,20579.9,2.13
3/2/2017,20925.35,20957.9,20581.45,20631.25,4.23
3/1/2017,20755.05,20900.4,20725.05,20846.95,2.4
2/28/2017,20680.1,20746.6,20635.1,20681.45,1.82
2/27/2017,20863,20879.95,20666,20682,2.5
2/23/2017,20879,21024.55,20832.5,20876.65,4.1
2/22/2017,20901.55,20927,20816.2,20857.95,3.06
2/21/2017,20660,20877.15,20595.8,20844.1,2.88
2/20/2017,20498.85,20689.8,20492.2,20656.85,2.09
2/17/2017,20750.35,20873.8,20420.3,20522.4,6.62
2/16/2017,20270,20326,20119.65,20285.4,3.24
2/15/2017,20318.9,20398.2,20153.05,20204.4,3.72
2/14/2017,20328,20337.4,20194.4,20298.65,2.22
2/13/2017,20310,20358.9,20131.25,20285.5,2.84
2/10/2017,20289.9,20360,20216,20273,2.66
2/9/2017,20455,20470,20055.55,20201.3,5.31
2/8/2017,20350.35,20455,20141,20360.7,4.44
2/7/2017,20398.15,20458.85,20330.55,20378.7,2.43
2/6/2017,20339.95,20504.65,20333.05,20423.35,2.83
2/3/2017,20073.45,20288,20057,20256.45,3.02
2/2/2017,20076.75,20208.4,19970.05,20117.05,4.21
2/1/2017,19550,20125,19510,20106.1,6.16
1/31/2017,19599.4,19710,19492.55,19588.45,2.85
1/30/2017,19761.55,19825,19633,19650.55,2.36
1/27/2017,19599.9,19874.8,19599.9,19793.5,3.33
1/25/2017,19124.65,19486.25,19118.2,19473.2,3.66
1/24/2017,18970.15,19102,18936.45,19052.4,2.97
1/23/2017,18799.95,18949.15,18742.15,18881.7,3.43
1/20/2017,19050.4,19100,18822.55,18861.7,3.95
1/19/2017,19163.1,19196.1,19074,19150.95,2.4
1/18/2017,19085.25,19297.4,19085.25,19199.75,2.92
1/17/2017,19132.2,19216.75,19025.55,19103.9,2.87
1/16/2017,18950.15,19168.15,18895.55,19138.5,3.02
1/13/2017,18955,18979.25,18801.75,18945.6,2.59
1/12/2017,18865.05,18974.8,18828.8,18901.3,3.07
1/11/2017,18525,18904.9,18520,18839.55,4.71
1/10/2017,18380,18458,18318.75,18430.7,2.1
1/9/2017,18343,18393,18265,18329.45,1.75
1/6/2017,18178,18365.5,18161.25,18308,3.04
1/5/2017,18050,18190,18019.1,18137.5,3.56
1/4/2017,18150,18150,17923.5,17941.85,3.1
1/3/2017,18050.5,18158,17855.5,18060.95,4.1
1/2/2017,18210.05,18261.2,17886.7,18034.3,3.63
12/30/2016,18060,18285,18043.95,18195.55,2.6
12/29/2016,17870,18049.3,17815.2,18033.15,3.24
12/28/2016,17925,18058.95,17830,17864.4,3.65
12/27/2016,17694,17915,17631.4,17879.25,2.81
12/26/2016,17825.25,17849.8,17617,17673.2,2.3
12/23/2016,17889,17988,17847.05,17907.35,2.47
12/22/2016,18038.8,18064.3,17873.45,17934.65,3.19
12/21/2016,18162.3,18206.95,18088.3,18108.6,2.04
12/20/2016,18275.05,18313.2,18045.65,18111.9,3.28
12/19/2016,18299.45,18360,18251,18298.95,1.72
12/16/2016,18455,18455,18286.3,18337.25,2.31
12/15/2016,18189.8,18557.25,18160.6,18430.65,4.91
12/14/2016,18490.05,18496.8,18350,18378.5,2.34
12/13/2016,18405,18514.6,18320,18490.7,2.43
12/12/2016,18649.7,18654.95,18388.45,18422.75,2.66
12/9/2016,18592,18770,18457.8,18722.65,3.58
12/8/2016,18377,18608,18358.25,18558.55,3.44
12/7/2016,18560,18645,17980,18261,4.7
12/6/2016,18516.75,18567.5,18416.25,18475.2,2.31
12/5/2016,18319.9,18498,18246.1,18470.3,2.93
12/2/2016,18378,18560,18221.1,18331.25,4.47
12/1/2016,18718.45,18761.9,18448.1,18484.65,3.44
11/30/2016,18350.45,18744,18318.45,18700.95,4.24
11/29/2016,18359.8,18504.15,18253.25,18291.8,2.85
11/28/2016,18390,18541.5,18251,18373.45,3.53
11/25/2016,18311,18620,18311,18582.2,3.02
11/24/2016,18460,18466.8,18229.6,18256.1,4.39
11/23/2016,18649.9,18650,18471,18530.8,3.17
11/22/2016,18620.15,18651,18351.75,18572.15,4.01
11/21/2016,19085,19096.85,18341.4,18470.85,5.26
11/18/2016,19213.25,19259.3,18925.55,18993.25,3.1
11/17/2016,19117.35,19366,19035.05,19140.05,3.99
11/16/2016,19550,19649,19120.6,19141.65,3.79
11/15/2016,19840,19898.85,19306.1,19359.45,4.98
11/11/2016,20149.7,20332,19777,19820.25,4.56
11/10/2016,19860,20315,19816.25,20261.9,5.73
11/9/2016,18325,19632,18200,19583.5,7.84
11/8/2016,19513.3,19619.95,19375,19561.3,2.48
11/7/2016,19400,19435.8,19285.75,19395.2,2.34
11/4/2016,19225.25,19285,19041.25,19131.95,3.01
11/3/2016,19275,19379.3,19193.6,19266.25,2.82
11/2/2016,19299,19389.9,19222.35,19299.65,2.85
11/1/2016,19589.45,19650,19478,19525.1,2.03
10/30/2016,19678.3,19678.3,19517.45,19521.05,374.36
10/28/2016,19635,19690.7,19459.45,19623.5,2.84
10/27/2016,19450,19543.1,19245.15,19514.6,3.63
10/26/2016,19615.55,19674.3,19432.2,19488.65,3.46
10/25/2016,19880,19905.25,19710.05,19844.85,2.52
10/24/2016,19770.05,19899,19752.4,19820.7,2.32
10/21/2016,19651.1,19753,19521.2,19723.25,2.33
10/20/2016,19503.3,19734,19501.05,19669.2,3.68
10/19/2016,19570,19570.1,19352,19452.05,2.61
10/18/2016,19238.7,19552.45,19176,19523.65,4.11
10/17/2016,19180,19268.5,19015,19087.75,3.56
10/14/2016,19060.05,19113.35,18983.1,19086.2,2.08
10/13/2016,19386,19399.6,18872,19017.4,4.28
10/10/2016,19575.45,19617.4,19425,19464.5,1.74
10/7/2016,19490,19545,19407.05,19487.45,2.31
10/6/2016,19605.5,19675,19406.75,19483.3,3.46
10/5/2016,19884.65,19904.9,19582.5,19621.5,3.28
10/4/2016,19735.1,19850,19617.6,19784.8,3.62
10/3/2016,19511.15,19707.5,19450.3,19685.35,2.98
9/30/2016,19271.75,19447,19100,19402.75,3.58
9/29/2016,19790.5,19840,19042.5,19183.65,6.54
9/28/2016,19557.45,19740,19534,19691.7,3.27
9/27/2016,19711.1,19740,19511,19558.9,3.43
9/26/2016,19811,19849.65,19623.4,19644.9,2.97
9/23/2016,20188.8,20195,19915,19948.5,2.49
9/22/2016,20225.3,20349,20040.6,20162.1,4.19
9/21/2016,19965.05,20010,19828,19901.15,2.37
9/20/2016,20035.1,20035.1,19860.15,19921.8,1.73
9/19/2016,20001.75,20090.35,19922,19986.6,2.09
9/16/2016,20030.5,20317.4,19874.75,19944.95,4.75
9/15/2016,20030.1,20075,19816,19938.2,3.09
9/14/2016,19900,20044.8,19851.1,20014.2,2.72
9/12/2016,20001.25,20001.25,19760,19895,3.52
9/9/2016,20375.55,20459.95,20236.6,20350.4,3.26
9/8/2016,20531.4,20568.5,20421.9,20514.1,2.51
9/7/2016,20570,20649.45,20452.3,20507.9,3.45
9/6/2016,20140,20531.3,20082.05,20496.55,3.5
9/2/2016,19905,19999.95,19852.5,19971.75,2.29
9/1/2016,19879.85,19994.85,19790.75,19839.5,3.2
8/31/2016,19672.5,19925,19653.65,19859.95,3.66
8/30/2016,19405,19655.1,19370.15,19638.8,3.27
8/29/2016,19315,19431.9,19182.75,19314.45,2.95
8/26/2016,19409.95,19475.9,19226.3,19317.55,3.34
8/25/2016,19364.7,19438,19291.05,19304.25,2.97
8/24/2016,19359.55,19409.8,19281,19376,2.37
8/23/2016,19322,19405.45,19245,19372.35,2.42
8/22/2016,19451.1,19496.1,19252.15,19340.4,2.93
8/19/2016,19387.95,19461.5,19323.75,19413.05,2.4
8/18/2016,19100,19388.4,19081.8,19361.35,3.7
8/17/2016,19012.5,19169,18970,19062.9,2.94
8/16/2016,18982,19094.95,18841.85,19037.25,2.82
8/12/2016,18776.3,19024.9,18728.05,18984.45,2.99
8/11/2016,18612,18769.75,18593,18720.25,2.7
8/10/2016,19020,19029.6,18680,18716.9,2.97
8/9/2016,19000,19079,18900.45,19007.1,2.63
8/8/2016,19060,19104.25,18974.15,19012.6,1.68
8/5/2016,18775,19040,18355,19011.35,2.75
8/4/2016,18812.2,18812.2,18526.7,18704.6,3.48
8/3/2016,18795,18890,18632.2,18693.2,2.92
8/2/2016,18898.5,18962.05,18755.25,18822.5,2.23
8/1/2016,19045,19180,18718.3,18846.4,3.52
7/29/2016,19199.5,19199.5,19000.2,19049.4,1.94
7/28/2016,19084.75,19139,18995.1,19076.55,3.15
7/27/2016,18880,19129.6,18866.05,19025.3,3.7
7/26/2016,18955,19065.55,18820,18864.1,2.58
7/25/2016,18659.85,19080,18606.95,19012.55,3.54
7/22/2016,18724.95,18776.95,18580.2,18734.95,2.8
7/21/2016,19025,19063.95,18690,18722.1,3.46
7/20/2016,18911.25,19070,18911.25,19031.7,1.95
7/19/2016,18969.9,19075.05,18855,18961.65,3.07
7/18/2016,19025,19176,18921.05,18959,2.75
7/15/2016,18910,19045.1,18813,18974.35,2.86
7/14/2016,18630.1,18921.95,18598.15,18903.1,3.06
7/13/2016,18695.3,18728.3,18582,18650.35,2.3
7/12/2016,18540,18712.45,18509.8,18696.65,2.48
7/11/2016,18275,18497,18252.3,18478.7,2.58
7/8/2016,18130,18130,17963,18059.5,2.44
7/7/2016,18100,18225.65,18050.1,18139.25,2.78
7/5/2016,18050,18160,18036,18073.75,2.14
7/4/2016,18155,18193,18086.15,18143.7,2
7/1/2016,18032,18147,18025,18054.8,2.33
6/30/2016,17802.5,17976.85,17781.1,17935.4,2.87
6/29/2016,17612.15,17748.85,17584.45,17696.95,2.64
6/28/2016,17455.15,17629.6,17455.15,17553.55,2.55
6/27/2016,17349.95,17583.9,17339.85,17490.05,2.9
6/24/2016,17330.25,17430,16910,17393,6.51
6/23/2016,17585.05,17919.55,17585.05,17890.5,3.36
6/22/2016,17600,17765.65,17500,17597.7,2.91
6/21/2016,17715.3,17754.85,17603,17623.1,2.22
6/20/2016,17465.25,17795.55,17420.15,17728.35,3.74
6/17/2016,17755.1,17860,17610,17699.15,2.72
6/16/2016,17780,17818.9,17532.85,17687.45,4.43
6/15/2016,17700.25,17905.85,17593,17877.3,3.49
6/14/2016,17664,17695,17527,17638.4,2.67
6/13/2016,17625,17643.3,17482.1,17562.15,2.91
6/10/2016,17800,18026.8,17751.15,17797.05,3.52
6/9/2016,17825.25,17937.85,17751.15,17843.35,3.45
6/8/2016,17907,17959.7,17793.05,17897.95,2.52
6/7/2016,17773.15,17949,17660.5,17893.4,4.19
6/6/2016,17675.05,17745,17620.2,17671.45,2.28
6/3/2016,17624.4,17738.5,17615,17655.85,2.32
6/2/2016,17400,17603.55,17334,17573.65,2.88
6/1/2016,17631.1,17644,17381.1,17419.7,3.02
5/31/2016,17584.7,17640.05,17445.3,17612.55,2.71
5/30/2016,17540,17657.95,17466.1,17507.65,2.12
5/27/2016,17310,17533,17310,17491.4,3.02
5/26/2016,17065,17378.75,16968.55,17359.3,3.18
5/25/2016,16675,17045,16610.05,17013.6,3.83
5/24/2016,16424.7,16523.95,16379,16488.1,2.4
5/23/2016,16625,16638,16390,16429.4,3.02
5/20/2016,16598,16668.8,16475.05,16505.85,2.71
5/19/2016,17282.35,17282.35,16538,16563.65,2.74
5/18/2016,16675,16798,16575,16761.45,3.1
5/17/2016,16869,16942,16766.7,16812,3.12
5/16/2016,16753.35,16833,16450.05,16788.65,4.43
5/13/2016,16923,16959.95,16600.5,16738.1,3.23
5/12/2016,16890.5,17018.95,16820.25,16986.4,3.53
5/11/2016,16573.2,16928,16544.5,16785.25,4.15
5/10/2016,16772.35,16885,16685.75,16853.8,2.59
5/9/2016,16407.65,16794.95,16407.65,16772,2.95
5/6/2016,16343,16423,16261,16378.7,2.26
5/5/2016,16350.35,16495,16280,16384.45,3.12
5/4/2016,16410,16550,16333.1,16360.7,3.06
5/3/2016,16657,16820,16428.2,16466.25,3.89
5/2/2016,16720.45,16756.25,16590.6,16620.8,3.18
4/29/2016,16774.9,16946.25,16560.9,16888.35,4.93
4/28/2016,16860,17036.45,16706,16716.9,3.68
4/27/2016,16910,17005.1,16850,16897.75,2.74
4/26/2016,16650,17069,16575.05,17028,4.12
4/25/2016,16767,16782,16591.3,16689.45,2.48
4/22/2016,16513,16758,16466.65,16727.85,3.25
4/21/2016,16576,16770,16564.9,16640,4.09
