Date,Open,High,Low,Close,Volume
2/17/2014,10270.15,10371,10210,10342.4,2.07
2/14/2014,10199,10265.85,10079.1,10239.9,3.03
2/13/2014,10385,10399,10125.6,10145.8,2.53
2/12/2014,10345.5,10421,10317.5,10374.75,1.89
2/11/2014,10264.65,10325,10215,10263.6,1.71
2/10/2014,10334,10334,10195.2,10220.2,1.51
2/7/2014,10325.65,10348,10182,10281.25,2.26
2/6/2014,10300,10358.9,10113.35,10220.85,2.73
2/5/2014,10274.95,10297,10141.55,10266.1,2.37
2/4/2014,10011,10300,9967.2,10255.25,3
2/3/2014,10236.7,10262.5,10135.15,10155.75,2.02
1/31/2014,10298.8,10315,10183.7,10276.65,2.31
1/30/2014,10274,10325.6,10103,10153.15,2.59
1/29/2014,10590,10660,10395.15,10437.5,2.45
1/28/2014,10553,10724.45,10330,10522.45,4.36
1/27/2014,10810.2,10849.8,10536.15,10554.2,2.93
1/24/2014,11111,11149,10970.1,10992.2,2.49
1/23/2014,11199,11244,11127.2,11204.65,1.85
1/22/2014,11201,11264.7,11103.15,11223.25,2.56
1/21/2014,11078.95,11211,11048.4,11189.2,2.59
1/20/2014,10900,11056,10875.15,11037.2,2.04
1/17/2014,11080,11103.95,10902.6,10923.9,2.34
1/16/2014,11187,11200,11075,11110.35,1.87
1/15/2014,11015,11199,10991.1,11147.45,3.15
1/14/2014,11045,11086.3,10931.05,10966.2,2.1
1/13/2014,10875,11100,10821.5,11050.5,2.55
1/10/2014,11044,11116.3,10810,10836.25,3.71
1/9/2014,11105,11133.65,10951,11008.4,2.57
1/8/2014,11150,11181,11035.35,11102.45,2.19
1/7/2014,11166,11220,10937.8,11099.7,3.52
1/6/2014,11252.05,11265.5,11055.25,11119,2.13
1/3/2014,11177.7,11302.95,11101.3,11276.65,2.73
1/2/2014,11495,11677.4,11220.55,11252.25,3.75
1/1/2014,11481.2,11535,11447.05,11500.55,771.03
12/31/2013,11465,11514,11411,11479.65,1.22
12/30/2013,11620,11646.85,11445.5,11464.45,1.74
12/27/2013,11484,11625,11484,11566.85,1.34
12/26/2013,11307.4,11440,11261.1,11385.75,2.48
12/24/2013,11427.85,11435,11311,11357.15,2.36
12/23/2013,11374,11500,11300,11415.65,2.36
12/20/2013,11137,11352,11081,11326.55,2.9
12/19/2013,11500,11549.9,11062.85,11112.85,3.78
12/18/2013,11189,11635,11148.55,11425.4,4.28
12/17/2013,11490,11490,11202.95,11243.7,2.6
12/16/2013,11401,11484.95,11362,11420.2,1.99
12/13/2013,11568.8,11579.95,11414.6,11429.1,2.57
12/12/2013,11858.8,11858.8,11678.05,11692.95,2.44
12/11/2013,11825.25,11960,11701,11877.85,2.65
12/10/2013,12121.1,12173.7,11836.8,11924.3,2.55
12/9/2013,12315.65,12349.8,12061,12109.7,2.76
12/6/2013,11740,11870,11650,11811.4,2.17
12/5/2013,11511.1,11747,11475,11726.55,2.84
12/4/2013,11252.45,11308,11181.5,11225.25,2.33
12/3/2013,11375,11395,11250.2,11302,1.98
12/2/2013,11299,11432,11271.15,11383.2,1.96
11/29/2013,11080,11292,11031.85,11270.5,2.27
11/28/2013,11125.65,11125.65,10846,10906.75,2.23
11/27/2013,10955,11044.3,10841,10924,2.16
11/26/2013,11072,11158.5,10910.5,10927.85,2.67
11/25/2013,10820,11133.3,10810.75,11116,2.96
11/22/2013,10825,10848,10660,10713.25,2.72
11/21/2013,10899.8,10915.65,10685.1,10730.85,3.07
11/20/2013,11150,11213,10955,11024.05,3.04
11/19/2013,11198.95,11265.55,11145.1,11233.2,2.12
11/18/2013,11005.5,11210,11000,11196,2.43
11/14/2013,10750,10939.75,10749.95,10862.25,3.08
11/13/2013,10505.55,10740,10481.1,10601,4.14
11/12/2013,10883.75,10945.5,10643.45,10685.3,3.07
11/11/2013,10862,11020,10761.1,10840.7,3.18
11/8/2013,11052.05,11155.95,10925,10988.4,2.96
11/7/2013,11351.2,11496,11120,11148.3,3.82
11/6/2013,11594,11618.85,11360.1,11376.75,2.65
11/5/2013,11630,11835,11560,11594.35,2.74
11/3/2013,11733,11773.95,11656,11684.95,374.33
11/1/2013,10589.5,11799,10589.5,11731.3,2.98
10/31/2013,11219.95,11482,11166.45,11473.15,3.34
10/30/2013,11441,11441,11200,11249.7,2.63
10/29/2013,10750,11270,10621,11249.1,5.04
10/28/2013,10877.65,11018.6,10756.25,10775.75,2.35
10/25/2013,10820,10975,10800,10908.15,2.37
10/24/2013,10899.85,11127.95,10852.65,10917.05,3.49
10/23/2013,10898,10943.3,10751.55,10916.15,3.15
10/22/2013,10780.05,10949.95,10742.95,10851.55,2.47
10/21/2013,10809,10919.75,10733.05,10837.6,2.71
10/18/2013,10432,10845.5,10421.65,10803.05,3.34
10/17/2013,10427,10463.5,10295,10374.45,2.92
10/15/2013,10774,10789,10381.5,10427.2,3.59
10/14/2013,10638,10769.45,10592.6,10711.85,2.72
10/11/2013,10600,10708.55,10357.15,10675.35,3.29
10/10/2013,10375,10439.5,10253.1,10363.6,2.56
10/9/2013,10089,10422.25,10002.3,10400,3
10/8/2013,10472.5,10530.6,10150.1,10197.1,2.95
10/7/2013,10201,10228,9930.55,10141.85,2.82
10/4/2013,10299,10499,10171.75,10261.35,2.76
10/3/2013,10056.2,10338.05,9958,10318.05,2.65
10/1/2013,9750,9983,9657,9959.75,2.82
9/30/2013,9830,9908.95,9675.15,9700.6,2.38
9/27/2013,10227.85,10247.3,9967.95,9993.25,2.49
9/26/2013,10108.75,10194.5,10061,10098.25,2.17
9/25/2013,10310,10320,9930.2,10102.4,3.07
9/24/2013,10100,10327.95,10039.95,10203.4,2.99
9/23/2013,10515.65,10550,10205.5,10244.45,3.57
9/20/2013,11165.55,11239.7,10435,10722.3,6.42
9/19/2013,11011,11287,10925,11214.1,3.81
9/18/2013,10365,10538.95,10285,10499.6,1.71
9/17/2013,10298,10358,10241,10331.95,1.84
9/16/2013,10478,10566.9,10179.85,10388.7,3.89
9/13/2013,10080.05,10310,10053.6,10202.95,2.82
9/12/2013,10399.95,10405.4,10072.05,10173.5,3.12
9/11/2013,10124,10460.5,10010.55,10409.5,3.31
9/10/2013,10144,10320,10125,10192.15,3.7
9/6/2013,9774,10012.65,9604.2,9982.9,3.64
9/5/2013,9225,9750,9225,9720.4,5.38
9/4/2013,8501.3,8968.95,8501.3,8899.15,3.75
9/3/2013,9221,9250,8646.7,8689.4,3.95
9/2/2013,9090,9290,9065.1,9189,2.6
8/30/2013,8920,9188,8852,9065.1,4.18
8/29/2013,8895.5,8951.5,8745.4,8904.6,3.15
8/28/2013,8725,8855,8349.4,8747.2,4.65
8/27/2013,9228.8,9228.8,8825.95,8864.5,4.2
8/26/2013,9475,9592.35,9275.45,9355.15,3.52
8/23/2013,9335,9480,9220.05,9455.7,3.31
8/22/2013,9152.3,9424.8,9011,9307.6,4.92
8/21/2013,9700,9799,9113.45,9255.35,6.19
8/20/2013,8960,9285.25,8855,9219.6,3.99
8/19/2013,9350,9389,9100.2,9154.55,3.97
8/16/2013,9905.05,9985,9415.6,9450.85,4.25
8/14/2013,10030,10097.9,9923.15,10039.8,2.64
8/13/2013,9718.45,10054.2,9612.8,10023.85,3.34
8/12/2013,9950,9950,9702,9741.7,2.72
8/8/2013,9845,9975,9780,9879.85,2.41
8/7/2013,9784.4,9929.95,9721,9827.75,3.41
8/6/2013,10092,10092,9713.2,9760.1,3.25
8/5/2013,10090.65,10205.85,9870.05,10178.05,2.51
8/2/2013,10220,10279,10011,10060.3,2.1
8/1/2013,10210,10289,9911.55,10207.2,3.8
7/31/2013,10279.95,10279.95,9955,10115.9,3.4
7/30/2013,10574,10574,10268.15,10301.8,3.87
7/29/2013,10500,10530,10407.35,10431.75,1.78
7/26/2013,10747.8,10805,10414.2,10533.55,3.64
7/25/2013,10625.55,10773,10590,10614,2.34
7/24/2013,10974,11020,10675.1,10734.55,2.85
7/23/2013,11180.1,11308.65,11180.1,11250.8,2.25
7/22/2013,10987,11150,10960,11099.55,1.84
7/19/2013,11244,11260,10951.1,10997.6,2.57
7/18/2013,11050,11257.95,10842.4,11206.25,3.45
7/17/2013,11281,11297.7,10838.85,10978.8,3.49
7/16/2013,11525,11570,11227.65,11255.85,2.55
7/15/2013,11682.35,11839.9,11650,11819.85,1.47
7/12/2013,11751.55,11854.75,11602.55,11740.9,1.68
7/11/2013,11605,11743,11525,11673.9,1.95
7/10/2013,11512,11588,11348.1,11388.4,1.92
7/9/2013,11390,11500,11390,11482.5,1.55
7/8/2013,11256.45,11405,11205,11336.45,1.75
7/5/2013,11515.1,11579,11450.2,11479.75,1.59
7/4/2013,11400,11492,11285.05,11417.15,2.41
7/3/2013,11559,11594.75,11329.05,11362.45,1.7
7/2/2013,11720,11767.7,11602,11632.45,1.42
7/1/2013,11616.5,11755,11600,11739.5,1.32
6/28/2013,11439.9,11669.4,11370,11641.45,1.78
6/27/2013,11205.5,11274.9,11158.05,11235.75,2.42
6/26/2013,11224,11258.45,11040,11074.6,2.01
6/25/2013,11200,11343,11118.5,11199.3,2.43
6/24/2013,11280,11287,11132,11188.25,1.72
6/21/2013,11359.95,11434,11212.25,11346.9,2.36
6/20/2013,11700,11712.15,11342.05,11373.85,2.48
6/19/2013,11801,11879,11741,11862.1,1.72
6/18/2013,11950,11977.8,11806.1,11830.4,1.93
6/17/2013,11934.7,12009,11732,11984.45,2.94
6/14/2013,11845,11966.9,11820,11931.8,1.72
6/13/2013,11711,11829,11687.25,11719.8,1.94
6/12/2013,11798.8,11904,11721.8,11814.35,2.43
6/11/2013,12026,12074.95,11801.3,11820.05,2.63
6/10/2013,12305,12355,12007.1,12094.9,2.3
6/7/2013,12355,12494.4,12205,12227.35,2.58
6/6/2013,12245,12484,12191.1,12403.55,2.28
6/5/2013,12266.2,12364.4,12211.1,12310.3,2.01
6/4/2013,12421,12525,12254.75,12287.3,1.85
6/3/2013,12501,12529.95,12321.1,12417.5,1.59
5/31/2013,12740,12775,12461,12484.05,1.75
5/30/2013,12740,12840,12720.1,12805.9,1.7
5/29/2013,12898.85,12898.85,12704.1,12797.7,1.83
5/28/2013,12901.05,12978.8,12820.15,12899.1,1.64
5/27/2013,12716.5,12963.85,12678,12910.8,1.61
5/24/2013,12672.3,12776.95,12510,12706.6,2.22
5/23/2013,12885,12890,12540,12592.05,2.81
5/22/2013,13033,13128,12882,12963.45,1.74
5/21/2013,13150,13232.3,12986.1,13011.45,2.08
5/20/2013,13297.45,13348.7,13101.3,13130.95,1.73
5/17/2013,13174.5,13304.45,13055.35,13265.95,2.01
5/16/2013,13005.8,13249,13000,13175.1,1.7
5/15/2013,12596.8,13065.15,12585.5,13042.45,2.76
5/14/2013,12547,12676.2,12469.8,12531.4,2.33
5/13/2013,12785,12835.5,12502.15,12531.5,2.3
5/11/2013,12696.8,12790,12690,12749.6,160.03
5/10/2013,12520,12747,12512.25,12724.85,1.96
5/9/2013,12600,12682.05,12486.05,12529.45,2.19
5/8/2013,12632.5,12660,12466.6,12604.3,1.68
5/7/2013,12380,12617.8,12380,12596.6,1.6
5/6/2013,12313.5,12379,12139.5,12340.1,2.15
5/3/2013,12610,12649.85,12310.1,12337.45,3.69
5/2/2013,12500.15,12726.45,12500.15,12673.35,1.72
4/30/2013,12600,12670,12352.15,12495.4,2
4/29/2013,12451,12650,12451,12583.45,1.27
4/26/2013,12649,12670,12471,12504.65,1.84
4/25/2013,12583,12769.9,12583,12726.85,2.6
4/23/2013,12600.05,12619.45,12345.5,12553.55,2.79
4/22/2013,12299,12651.75,12299,12567.85,2.73
4/18/2013,11930,12295,11878.3,12265.4,2.43
4/17/2013,11924.55,12086,11852.4,11975.3,2.49
4/16/2013,11550,11896.35,11525.4,11868.95,2.12
4/15/2013,11360,11669.5,11326,11546.45,2.11
4/12/2013,11200,11446,11153.65,11401.5,1.71
4/11/2013,11220,11349.9,11151,11309.35,2.11
4/10/2013,10999,11166,10904.15,11140.55,2.02
4/9/2013,11134.4,11247.9,10923.25,10944.95,2.18
4/8/2013,11121,11187,11035,11047.15,1.16
4/5/2013,11169.9,11220,11066,11142.4,1.93
4/4/2013,11311,11311,11150,11173.6,1.84
4/3/2013,11547.55,11636.25,11315.15,11383.2,1.72
4/2/2013,11480,11595,11408,11574.2,1.22
4/1/2013,11484.9,11518,11375.55,11480.6,1.09
3/28/2013,11144.45,11374,11075.25,11361.85,2.13
3/26/2013,11101.15,11198.95,11064.65,11158.8,1.84
3/25/2013,11340,11401.2,11105.7,11144.1,2.05
3/22/2013,11261.2,11362.65,11201,11237.15,2.13
3/21/2013,11347,11527.9,11212,11249.65,2.98
3/20/2013,11525.15,11539.95,11262.5,11297.75,2.51
3/19/2013,11818,11879,11451.3,11532.95,3.81
3/18/2013,11800.2,11861.8,11682,11794.4,1.69
3/15/2013,12099.9,12099.9,11807.6,11879.35,2.56
3/14/2013,11809.75,12133.75,11590,12090.4,3.92
3/13/2013,12047.95,12050,11802,11823.95,1.7
3/12/2013,12208.15,12222.25,12005.2,12104.15,1.89
3/11/2013,12240.55,12294.25,12168,12194.65,1.28
3/8/2013,12051.4,12274,12037,12243.05,1.64
3/7/2013,11891.5,12047,11860.25,12026.75,1.12
3/6/2013,11890.1,11943.75,11865.1,11922.35,1.22
3/5/2013,11685,11859.5,11655.2,11840.25,1.43
3/4/2013,11548.4,11657,11501.35,11623.95,1.18
3/1/2013,11601.1,11645,11511.2,11578.45,1.81
2/28/2013,12010.1,12034.95,11425.5,11487.35,3.63
2/27/2013,11884,11969,11855.1,11935.1,1.49
2/26/2013,11985,12004.4,11820.05,11848.1,1.71
2/25/2013,12140.05,12148,11964.1,12052.9,1.71
2/22/2013,12059.9,12177.45,12059.85,12100.5,1.31
2/21/2013,12364,12376,12058.75,12080.9,2.08
2/20/2013,12485.6,12492,12401,12412.7,743.43
2/19/2013,12390.65,12464,12330,12448.9,1.2
2/18/2013,12399.95,12432.9,12356.5,12375.6,865.48
2/15/2013,12316.25,12411,12283,12381.4,1.16
2/14/2013,12350,12461.85,12312.35,12341.2,1.5
2/13/2013,12474,12517.95,12377.1,12396.75,1.27
2/12/2013,12380,12469.95,12328.4,12457.75,1.4
2/11/2013,12350,12419,12318.5,12388.2,982
2/8/2013,12422,12449,12310.75,12348.3,1.24
2/7/2013,12448,12532,12364,12418.05,1.7
2/6/2013,12573.85,12573.9,12451,12467.2,1.14
2/5/2013,12518,12561.8,12466.55,12523.4,1.39
2/4/2013,12740,12765,12556.2,12584,1.35
2/1/2013,12774,12809,12650.1,12684.95,1.32
1/31/2013,12771,12848.8,12694.5,12708.6,1.76
1/30/2013,12757,12824,12726.3,12782.15,1.45
1/29/2013,12798.3,12974,12670.3,12728.8,4.07
1/28/2013,12726.1,12825,12710,12781.05,1.36
1/25/2013,12560,12736,12546.7,12709.25,1.63
1/24/2013,12683.6,12690,12531,12564.25,1.86
1/23/2013,12625.1,12729,12515.55,12668.7,1.77
1/22/2013,12689.8,12798.85,12568.5,12604.6,1.84
1/21/2013,12741,12743.55,12630.8,12686.2,1.02
1/18/2013,12729.5,12825.5,12679.4,12712.8,1.56
1/17/2013,12718.75,12775,12615.8,12690.1,1.72
1/16/2013,12895.25,12895.25,12652,12678.15,1.81
1/15/2013,12850,12975,12770.1,12910.4,1.6
1/14/2013,12666,12857.6,12666,12845.5,1.7
1/11/2013,12885.05,12885.1,12646.2,12682.7,1.55
1/10/2013,12823.55,12889.9,12775,12867,1.35
1/9/2013,12830.1,12869.9,12744.25,12772.55,1.21
1/8/2013,12772.1,12838.9,12718,12824.8,1.31
1/7/2013,12890,12908.95,12771,12796.45,810.2
1/4/2013,12830,12883,12760,12869.9,1.16
1/3/2013,12908.4,12910,12804,12852,891.58
1/2/2013,12810,12902.4,12810,12874.35,1.14
1/1/2013,12627,12776,12627,12767.35,1.14
12/31/2012,12550.2,12615,12530.05,12576.2,807.93
12/28/2012,12581.55,12603,12508,12568.2,929.75
12/27/2012,12543.95,12543.95,12450,12459.7,1.35
12/26/2012,12351.65,12546,12317.05,12508,1.44
12/24/2012,12398,12398,12285.1,12339.35,923.48
12/21/2012,12474.45,12474.45,12326.6,12347.35,1.72
12/20/2012,12552.25,12571.95,12425.05,12524.85,1.46
12/19/2012,12570,12619.95,12476.65,12545.9,1.28
12/18/2012,12524.05,12599,12250,12549.8,3.41
12/17/2012,12480,12532,12464,12490,1.01
12/14/2012,12256.65,12539.9,12256.65,12514.85,2.03
12/13/2012,12429.5,12521.65,12321.1,12341.6,1.98
12/12/2012,12450,12489,12360,12400.45,1.97
12/11/2012,12503.25,12625,12310,12417,2.41
12/10/2012,12440,12499,12422.3,12473.6,1.14
12/7/2012,12600,12600,12401.05,12451.4,1.9
12/6/2012,12408.55,12589.95,12212,12515.25,2.33
12/5/2012,12280.1,12399.95,12280.1,12350.65,1.42
12/4/2012,12120.65,12291,12120.65,12269.55,1.45
12/3/2012,12152,12220,11805,12179.6,1.14
11/30/2012,12155,12231.4,12071,12200.9,1.63
11/29/2012,11722,11999,11701.5,11992.8,1.71
11/27/2012,11493.8,11686,11493.8,11676.15,1.73
11/26/2012,11055,11534,11055,11455.1,1.13
11/23/2012,11580,11580,11422.5,11496,1.56
11/22/2012,11499,11599.7,11499,11547,1.62
11/21/2012,11360,11498,11326.1,11482.8,1.72
11/20/2012,11420,11449,11300,11351.55,1.39
11/19/2012,11375,11399.7,11288.25,11361.85,1.41
11/16/2012,11560,11580,11324.4,11360.05,1.9
11/15/2012,11502.15,11587,11460,11571.35,1.27
11/13/2012,11640,11657.85,11525.1,11559.1,332.85
11/12/2012,11549,11662.75,11512.6,11638.45,1.88
11/9/2012,11682.05,11733.4,11482.2,11527.35,2.18
11/8/2012,11632.25,11725,11611.5,11684.75,1.66
11/7/2012,11620,11795,11581,11734.05,2.13
11/6/2012,11508,11652.5,11496.25,11623.7,1.37
11/5/2012,11525,11554,11465.1,11537.65,1.17
11/2/2012,11485,11559.45,11455,11536.7,1.53
11/1/2012,11320,11419,11306.45,11384.1,1.59
10/31/2012,11255.3,11365.5,11202.2,11338.45,1.72
10/30/2012,11550,11685,11251.75,11279.35,4.19
10/29/2012,11580,11660,11513,11563.35,1.72
10/26/2012,11648.8,11698,11540,11585.3,1.87
10/25/2012,11570,11619,11550.05,11614.5,1.35
10/23/2012,11600,11669,11541,11584.6,1.58
10/22/2012,11465.4,11634.4,11445.85,11620.7,1.6
10/19/2012,11593.95,11628.6,11443.1,11505.45,1.99
10/18/2012,11428,11636.6,11388,11624.5,2.4
10/17/2012,11415,11447.05,11331,11388.05,1.57
10/16/2012,11515,11547.9,11335.45,11355.75,2
10/15/2012,11402,11492,11308,11478.75,1.81
10/12/2012,11490,11579,11407.75,11423.8,2.15
10/11/2012,11395,11550,11305,11513.35,2.21
10/10/2012,11438,11438,11333,11342.45,1.77
10/9/2012,11680,11680,11422.2,11497.75,1.83
10/8/2012,11560,11584.95,11401,11415.7,1.53
10/5/2012,11780.1,11803,11510.2,11575.75,2.71
10/4/2012,11531.1,11739.95,11521.1,11716.7,2.13
10/3/2012,11456.5,11549.5,11411.05,11485.2,1.51
10/1/2012,11508,11531,11430.05,11504.35,1.24
9/28/2012,11568,11600,11481.5,11513.75,1.71
9/27/2012,11475,11497,11393,11419.45,1.77
9/26/2012,11419,11459,11328.1,11433.75,1.85
9/25/2012,11450,11527,11327.1,11444.85,2.44
9/24/2012,11416,11539,11368,11422.5,2.33
9/21/2012,10990,11463.9,10985,11395.4,3.14
9/20/2012,10969,11047,10910.1,10952.3,2.06
9/18/2012,10950,11089,10906.75,11062.4,2.04
9/17/2012,10781.55,11046,10781.55,10977.3,4.25
9/14/2012,10469,11000,10350,10650.85,3.25
9/13/2012,10225,10277,10183.5,10225.9,1.37
9/12/2012,10191,10245,10123.5,10216.9,1.95
9/11/2012,10059,10174,10027.55,10157.5,1.67
9/10/2012,10188,10200.5,10054.05,10096,1.46
9/8/2012,10126.5,10188,10126.5,10179,157.78
9/7/2012,10082.55,10159,10020,10139.85,2.04
9/6/2012,9998.9,10009.95,9889.95,9937.9,1.58
9/5/2012,10044,10059,9881.5,9899.95,2.1
9/4/2012,10040,10098,9980.15,10088.05,1.79
9/3/2012,10097,10150,10009.1,10032.65,1.61
8/31/2012,10088,10188.1,10025,10070.7,2.08
8/30/2012,9999,10087,9963.5,10085.2,1.77
8/29/2012,10108,10154.55,10025,10034.7,1.68
8/28/2012,10160,10177,10040.05,10090.45,2.07
8/27/2012,10371,10371,10161.35,10177.45,1.73
8/24/2012,10439.85,10439.95,10351.2,10366.95,1.53
8/23/2012,10542.5,10593,10438.4,10483.15,1.72
8/22/2012,10489,10572,10432,10507.55,1.65
8/21/2012,10465,10529,10390,10512,1.51
8/17/2012,10510,10560,10391.75,10460.95,1.94
8/16/2012,10591,10611,10455,10472.7,1.41
8/14/2012,10460,10614,10431,10576.35,1.77
8/13/2012,10435,10479.95,10341.1,10459.85,1.39
8/10/2012,10480.6,10489.55,10341.1,10424.7,2.11
8/9/2012,10580,10640.1,10480.2,10505.7,2.14
8/8/2012,10680.25,10680.3,10535,10559.15,1.9
8/7/2012,10506.6,10650,10493.25,10620.5,1.86
8/6/2012,10734,10734,10468.05,10498.5,1.5
8/3/2012,10375,10408.65,10255,10384.4,2.03
8/2/2012,10430,10462.75,10350.7,10428.7,1.47
8/1/2012,10430,10509.95,10378,10465.55,1.8
7/31/2012,10511,10513.9,10288,10435.3,3.21
7/30/2012,10300.1,10486.95,10261,10472.25,2.01
7/27/2012,10283.5,10467,10162.5,10206.5,3.44
7/26/2012,10315,10324,10055.85,10083.8,1.89
7/25/2012,10374.95,10377,10245,10289.15,1.67
7/24/2012,10344.45,10378,10254.65,10328.05,1.72
7/23/2012,10419.9,10437,10283.45,10306.65,1.84
7/20/2012,10610,10634,10483,10509.95,1.84
7/19/2012,10675.6,10720,10625,10640,1.55
7/18/2012,10564,10655,10506.55,10628.1,1.89
7/17/2012,10633.75,10678,10525,10560.45,1.62
7/16/2012,10589,10718,10551.65,10578.4,1.99
7/13/2012,10630,10735,10591.55,10617.15,1.66
7/12/2012,10691,10691,10564,10632.7,2.11
7/11/2012,10691.5,10788,10691.5,10733.9,1.48
7/10/2012,10585,10778,10580.8,10759.5,1.85
7/9/2012,10582,10620,10506,10569.15,1.63
7/6/2012,10600,10674.95,10525.2,10643.55,1.92
7/5/2012,10530,10659.5,10413.35,10638.25,1.54
7/4/2012,10532,10567,10457.9,10536.25,1.42
7/3/2012,10470,10538,10425,10487.75,1.77
7/2/2012,10351,10466.35,10300,10411.75,1.58
6/29/2012,10050,10374,10050,10346.55,2.1
6/28/2012,10025,10044.35,9935,10003.85,2.03
6/27/2012,10025,10099,9951.6,9999.25,1.98
6/26/2012,9880.1,10024.85,9872.75,9969.05,2.37
6/25/2012,10050.1,10188.15,9867.2,9901.5,2.85
6/22/2012,9929.9,10079,9850.1,10031.75,2.79
6/21/2012,9761,10057,9746,10036.7,2.69
6/20/2012,9801.2,9866,9735,9815.55,2
6/19/2012,9715.15,9808.2,9584.3,9779.55,3.2
6/18/2012,10150.1,10185,9650.25,9707.5,3.45
6/15/2012,9875,10095,9860,10060.85,2.44
6/14/2012,10052.25,10095.5,9817,9834.25,2.87
6/13/2012,10105,10163,10006,10068.1,2.5
6/12/2012,9825,10122.75,9805,10101.7,3.17
6/11/2012,10050,10091.35,9845,9884.95,2.31
6/8/2012,9820.1,9985,9703,9939.5,3.03
6/7/2012,9750.1,9874.8,9691.25,9855.8,2.18
6/6/2012,9470,9693,9450.1,9671.25,2.43
6/5/2012,9390.1,9489,9312.25,9389.3,2.39
6/4/2012,9120,9369.85,9045.8,9333.75,2.61
6/1/2012,9388.45,9442.6,9192,9212.1,2.14
5/31/2012,9170,9485,9170,9441,1.65
5/30/2012,9599.9,9599.9,9438,9470.75,2.05
5/29/2012,9700,9726,9623.8,9653.5,2.31
5/28/2012,9461.1,9678,9455.05,9650.95,2.11
5/25/2012,9381.1,9465,9310.15,9416.65,1.83
5/24/2012,9168,9420,9136.15,9383.45,2.79
5/23/2012,9139.5,9221,9072.25,9134.8,2.18
5/22/2012,9390,9448,9166,9184.9,2.23
5/21/2012,9266,9414.95,9266,9337.35,1.67
5/18/2012,8988,9319.7,8925.25,9256.8,2.58
5/17/2012,9118,9284.5,9039.5,9085.6,2.24
5/16/2012,9179.85,9183,8985,9108.05,2.35
5/15/2012,9100.1,9320,9100.1,9284.75,2.02
5/14/2012,9424,9450,9132,9179.7,1.83
5/11/2012,9311,9510.9,9251,9379.35,2.43
5/10/2012,9424.85,9544.95,9310,9354.8,2.38
5/9/2012,9478.75,9560.8,9311,9379.85,2.67
5/8/2012,9914,9914,9489.7,9556.85,2.96
5/7/2012,9699,9905,9472,9872.35,3.17
5/4/2012,10075,10137.85,9762,9793.9,2.54
5/3/2012,10240,10240,10084,10115.55,1.99
5/2/2012,10280,10375,10242,10270.95,1.55
4/30/2012,10238,10360,10220.05,10269.7,1.58
4/28/2012,10155,10230,10152,10207.15,158.7
4/27/2012,10150,10270,10043.1,10143.9,2.44
4/26/2012,10200,10297,10082,10128,1.23
4/25/2012,10248.5,10287,10035,10167.25,2.45
4/24/2012,10280,10369,10162.9,10228.1,2.08
4/23/2012,10428.85,10532.55,10210,10237.7,2.06
4/20/2012,10569,10610.5,10385.95,10466.45,2.21
4/19/2012,10590.2,10639.9,10467.1,10612.25,1.64
4/18/2012,10602.2,10674.8,10513.2,10546.25,1.55
4/17/2012,10538.8,10658,10256.5,10573.35,4.19
4/16/2012,10288,10500,10250.05,10487.6,1.84
4/13/2012,10470,10620,10250.05,10327.9,2.14
4/12/2012,10305,10469,10297.95,10425.65,1.8
4/11/2012,10179.9,10362.75,10060,10266.45,2.31
4/10/2012,10198,10249.9,10086.5,10235.45,1.71
4/9/2012,10296,10341.95,10141.1,10158.25,1.31
4/4/2012,10400,10400,10281.6,10364.25,1.23
4/3/2012,10425.55,10518,10403.6,10444.3,1.43
4/2/2012,10228.85,10389.4,10228.85,10353.8,1.34
3/30/2012,10050,10302.6,10044.65,10269.85,2.06
3/29/2012,9879.9,9993,9840,9927.65,1.43
3/28/2012,10152.1,10152.1,9911,9966.45,1.79
3/27/2012,10181,10287,9972.5,10169.75,2.74
3/26/2012,10288.5,10300,10030,10062.65,2.03
3/23/2012,10244.9,10439.7,10141,10311,2.62
3/22/2012,10578.05,10645,10160.1,10195.55,2.67
3/21/2012,10286,10630,10266,10596.2,2.01
3/20/2012,10195,10439,10162.8,10325.55,2.54
3/19/2012,10450,10495,10182,10228.4,1.77
3/16/2012,10685,10899.95,10385,10436.75,3.46
3/15/2012,10970,10998.85,10608.5,10654.85,2.45
3/14/2012,10871.1,11014.75,10832.25,10981.5,1.92
3/13/2012,10752,10825,10732.55,10765.45,1.23
3/12/2012,10758,10826.05,10570,10687.85,2.05
3/9/2012,10410,10596.95,10361,10574.2,1.87
3/7/2012,10080,10257,10002.6,10226.65,2.49
3/6/2012,10185,10531.85,10060,10114.65,3.44
3/5/2012,10435,10494,10200,10241.2,1.71
3/3/2012,10544.95,10566,10475.05,10536,142.58
3/2/2012,10443,10675,10268.6,10512.3,2.52
3/1/2012,10498,10499,10250.1,10384.75,1.97
2/29/2012,10716,10786.5,10438,10519.8,2.42
2/28/2012,10285,10713,10248,10630.2,2.3
2/27/2012,10600,10600,10175.5,10213.9,2.09
2/24/2012,10760,10858,10510.55,10608.7,2.05
2/23/2012,10747.65,10870,10635.05,10713.35,1.63
2/22/2012,11195,11249.8,10731,10772,2.33
2/21/2012,11086,11244.85,11072.05,11202.15,1.27
2/17/2012,11035,11221,11021.05,11122.6,1.9
2/16/2012,10885.2,10968.3,10800.1,10948.1,1.74
2/15/2012,10652,10998,10652,10971.25,2
